property_id,destination,property_type,nr_rooms,facilities
2649,Amsterdam,Apartment,3,"game console,pool"
3761,Amsterdam,Hotel,7,"pool,on-site restaurant,garden"
3765,Amsterdam,Hotel,9,bbq
2340,Amsterdam,Apartment,1,"free wifi,kitchen,pool,parking,bbq,laundry,garden,game console"
2106,Amsterdam,Apartment,5,"game console,parking,laundry,free wifi"
3386,Amsterdam,Hotel,11,airport shuttle
1372,Amsterdam,Hotel,6,"on-site restaurant,garden,bbq,free wifi"
2773,Amsterdam,Apartment,2,"parking,bbq,laundry,garden,pool"
1815,Amsterdam,Hotel,7,"on-site restaurant,free wifi"
4471,Amsterdam,Apartment,1,"pool,parking,breakfast,free wifi,kitchen,bbq,laundry"
3257,Amsterdam,Apartment,3,"kitchen,pool,garden,free wifi,laundry,bbq,game console"
1420,Amsterdam,Hotel,7,"free wifi,on-site restaurant"
4653,Amsterdam,Hotel,5,"free wifi,on-site restaurant"
4181,Amsterdam,Apartment,4,"bbq,laundry"
4143,Amsterdam,Hotel,4,"airport shuttle,breakfast,free wifi,bbq,pool,on-site restaurant"
2134,Amsterdam,Hotel,9,"airport shuttle,pool,breakfast,bbq,free wifi,garden,spa,on-site restaurant,parking"
4447,Amsterdam,Hotel,2,"breakfast,on-site restaurant"
3521,Amsterdam,Hotel,3,"free wifi,pool,on-site restaurant,bbq,breakfast,spa"
4775,Amsterdam,Apartment,4,"kitchen,pool,garden,free wifi,bbq,parking,breakfast"
2447,Amsterdam,Hotel,7,"garden,bbq,pool,breakfast"
1438,Amsterdam,Hotel,3,"bbq,free wifi,on-site restaurant,spa"
2061,Amsterdam,Apartment,3,kitchen
1538,Amsterdam,Apartment,2,"kitchen,parking,free wifi,pool,bbq,garden"
3954,Amsterdam,Apartment,2,kitchen
4245,Amsterdam,Apartment,2,parking
5015,Amsterdam,Apartment,3,"bbq,parking"
1114,Amsterdam,Apartment,3,"kitchen,garden"
4343,Amsterdam,Apartment,5,"garden,bbq,free wifi,parking,kitchen,laundry,pool,game console,breakfast"
1465,Amsterdam,Apartment,5,"kitchen,pool,parking"
2972,Amsterdam,Apartment,5,"breakfast,bbq,parking"
1264,Amsterdam,Hotel,10,breakfast
4157,Amsterdam,Hotel,14,free wifi
4920,Amsterdam,Apartment,2,"free wifi,pool,parking,bbq,laundry,kitchen,game console"
3768,Amsterdam,Apartment,4,"kitchen,free wifi,pool"
3550,Amsterdam,Apartment,4,"game console,laundry,pool,garden,free wifi,kitchen,bbq,parking"
3004,Amsterdam,Apartment,2,"game console,kitchen,parking"
1985,Amsterdam,Apartment,2,"laundry,kitchen"
2755,Amsterdam,Apartment,1,"laundry,free wifi,kitchen"
1248,Amsterdam,Hotel,14,"free wifi,on-site restaurant,pool,breakfast,airport shuttle,spa"
1337,Amsterdam,Apartment,4,"garden,kitchen,free wifi,pool"
4326,Amsterdam,Apartment,4,pool
3712,Amsterdam,Apartment,3,"pool,kitchen,parking,game console,free wifi,bbq"
4325,Amsterdam,Hotel,6,"on-site restaurant,free wifi,pool,breakfast"
1476,Amsterdam,Hotel,6,"free wifi,spa,on-site restaurant,airport shuttle,pool,breakfast,garden,parking"
4133,Amsterdam,Apartment,4,"parking,free wifi,bbq"
3626,Amsterdam,Apartment,5,garden
2724,Amsterdam,Hotel,5,"on-site restaurant,airport shuttle,garden,free wifi,breakfast,bbq"
5013,Amsterdam,Hotel,5,"free wifi,pool,spa"
4627,Amsterdam,Apartment,2,"kitchen,laundry"
3555,Amsterdam,Apartment,4,"laundry,kitchen"
5004,Amsterdam,Hotel,6,"pool,free wifi,on-site restaurant,airport shuttle"
3352,Amsterdam,Apartment,3,"bbq,kitchen,garden,pool,laundry,free wifi,parking,breakfast,game console"
3009,Amsterdam,Apartment,4,"laundry,free wifi,game console,bbq"
3681,Amsterdam,Hotel,10,"bbq,breakfast"
2571,Amsterdam,Apartment,5,"bbq,breakfast,free wifi,pool,parking,laundry,kitchen,garden"
3212,Amsterdam,Hotel,6,"airport shuttle,spa,bbq,on-site restaurant,free wifi"
2867,Amsterdam,Hotel,5,"airport shuttle,spa,garden,pool,bbq,free wifi,on-site restaurant,breakfast"
2761,Amsterdam,Hotel,2,"garden,on-site restaurant,bbq"
1265,Amsterdam,Apartment,4,"parking,breakfast"
3425,Amsterdam,Apartment,3,"garden,kitchen,game console,laundry,free wifi"
3757,Amsterdam,Hotel,11,"airport shuttle,free wifi,garden,on-site restaurant,breakfast,spa,pool"
5058,Amsterdam,Apartment,5,"kitchen,laundry,breakfast,pool,bbq,free wifi"
4870,Amsterdam,Apartment,2,"kitchen,laundry,game console"
4899,Amsterdam,Hotel,4,free wifi
1779,Amsterdam,Apartment,4,"pool,kitchen,free wifi,laundry"
2389,Amsterdam,Apartment,1,"kitchen,pool,parking,laundry,garden"
3577,Amsterdam,Hotel,9,breakfast
1889,Amsterdam,Hotel,4,free wifi
2675,Amsterdam,Hotel,6,airport shuttle
2803,Amsterdam,Apartment,2,"pool,laundry,free wifi"
5085,Amsterdam,Apartment,2,laundry
4589,Amsterdam,Hotel,9,"breakfast,free wifi,bbq"
3303,Amsterdam,Hotel,9,"on-site restaurant,airport shuttle"
2217,Amsterdam,Apartment,2,"garden,laundry,kitchen,free wifi"
2002,Amsterdam,Apartment,2,"free wifi,kitchen,pool,laundry,garden,parking"
3910,Amsterdam,Apartment,3,"game console,free wifi,laundry"
2200,Amsterdam,Apartment,2,"parking,bbq,laundry,free wifi,garden,kitchen,pool"
4973,Amsterdam,Hotel,4,"free wifi,breakfast,spa"
2699,Amsterdam,Hotel,14,"free wifi,breakfast,pool,airport shuttle"
3753,Amsterdam,Hotel,8,"on-site restaurant,breakfast,free wifi,pool,airport shuttle,spa,garden,bbq"
3365,Amsterdam,Apartment,2,"kitchen,free wifi,garden"
2563,Amsterdam,Hotel,10,"pool,garden,airport shuttle,bbq,free wifi"
1121,Amsterdam,Apartment,2,"kitchen,garden,pool,breakfast,laundry,bbq"
2332,Amsterdam,Hotel,9,"breakfast,on-site restaurant,airport shuttle"
2767,Amsterdam,Apartment,4,free wifi
2677,Amsterdam,Apartment,3,game console
4547,Amsterdam,Apartment,NA,kitchen
1525,Amsterdam,Hotel,9,"parking,bbq,breakfast,on-site restaurant,airport shuttle"
3791,Amsterdam,Hotel,9,"garden,on-site restaurant,breakfast,free wifi,airport shuttle"
3416,Amsterdam,Apartment,6,"pool,kitchen,bbq,free wifi"
4360,Amsterdam,Apartment,1,kitchen
3428,Amsterdam,Apartment,2,"free wifi,pool,parking,kitchen"
3671,Amsterdam,Apartment,2,"garden,game console,kitchen,breakfast,parking,bbq"
5118,Amsterdam,Apartment,3,free wifi
2589,Amsterdam,Apartment,5,parking
3705,Amsterdam,Apartment,2,"free wifi,kitchen,laundry,parking,garden"
5109,Amsterdam,Apartment,4,"kitchen,free wifi"
2424,Amsterdam,Hotel,6,"free wifi,airport shuttle,on-site restaurant"
2847,Amsterdam,Hotel,2,free wifi
2986,Amsterdam,Hotel,5,"breakfast,free wifi"
4958,Amsterdam,Apartment,2,"pool,laundry,game console,bbq,kitchen,garden"
4895,Amsterdam,Apartment,NA,"laundry,pool"
3048,Amsterdam,Apartment,2,"free wifi,laundry,pool,garden,parking,kitchen,bbq"
2141,Amsterdam,Apartment,2,"free wifi,bbq,pool"
2232,Amsterdam,Apartment,3,"garden,free wifi,laundry,kitchen,game console"
3331,Amsterdam,Apartment,2,"garden,free wifi,parking,kitchen"
1531,Amsterdam,Hotel,5,"pool,garden,breakfast,free wifi,on-site restaurant"
4576,Amsterdam,Apartment,2,free wifi
2645,Amsterdam,Hotel,11,"airport shuttle,spa"
4865,Amsterdam,Apartment,4,"kitchen,game console,pool,laundry,free wifi,bbq"
1537,Amsterdam,Hotel,NA,"on-site restaurant,garden"
1682,Amsterdam,Hotel,6,"pool,garden"
2700,Amsterdam,Apartment,1,"kitchen,game console,laundry,pool,parking,breakfast,free wifi,garden"
4219,Amsterdam,Apartment,3,"kitchen,laundry,free wifi"
4009,Amsterdam,Hotel,5,"free wifi,airport shuttle,breakfast,garden,bbq"
1007,Amsterdam,Apartment,5,"garden,game console,free wifi,pool,parking,kitchen,bbq,laundry"
3519,Amsterdam,Apartment,2,"laundry,parking,pool,free wifi,kitchen,breakfast"
3252,Amsterdam,Hotel,7,"on-site restaurant,pool,free wifi,breakfast,parking,bbq,airport shuttle"
3837,Amsterdam,Apartment,6,"game console,free wifi,kitchen,parking,bbq"
3426,Amsterdam,Apartment,1,"laundry,kitchen,bbq,pool"
4932,Amsterdam,Hotel,5,"airport shuttle,garden,free wifi,pool,breakfast"
4583,Amsterdam,Hotel,12,"free wifi,pool"
1618,Amsterdam,Hotel,3,"breakfast,garden,on-site restaurant,bbq,airport shuttle,free wifi,pool"
3863,Amsterdam,Apartment,4,"bbq,laundry,game console,kitchen,free wifi"
2627,Amsterdam,Apartment,3,free wifi
3545,Amsterdam,Apartment,4,pool
4736,Amsterdam,Hotel,6,"airport shuttle,bbq,free wifi"
3845,Amsterdam,Hotel,6,"spa,garden"
3286,Amsterdam,Apartment,4,"laundry,kitchen,free wifi,bbq"
1082,Amsterdam,Apartment,3,"bbq,parking"
1927,Amsterdam,Apartment,2,"kitchen,pool,bbq"
1394,Amsterdam,Apartment,3,"pool,kitchen"
1584,Amsterdam,Apartment,4,"laundry,kitchen"
2726,Amsterdam,Hotel,5,"airport shuttle,garden,spa,pool"
3393,Amsterdam,Hotel,4,"pool,bbq"
4224,Amsterdam,Hotel,10,"garden,bbq,airport shuttle"
5045,Amsterdam,Apartment,3,"laundry,kitchen,parking,free wifi"
5025,Amsterdam,Apartment,1,"laundry,kitchen,free wifi"
4286,Amsterdam,Apartment,2,"free wifi,laundry,kitchen,breakfast"
4244,Amsterdam,Apartment,4,bbq
3889,Amsterdam,Apartment,2,"free wifi,pool,laundry,parking,bbq,kitchen,game console"
2240,Amsterdam,Hotel,6,"breakfast,free wifi,airport shuttle,pool,bbq"
2038,Amsterdam,Apartment,4,"kitchen,laundry,pool,free wifi,breakfast"
4889,Amsterdam,Hotel,9,"on-site restaurant,free wifi"
4530,Amsterdam,Apartment,3,"laundry,bbq,breakfast,kitchen"
4800,Amsterdam,Apartment,2,"bbq,parking,garden,game console,laundry"
5101,Amsterdam,Hotel,7,"free wifi,airport shuttle,breakfast,garden,spa,pool,bbq"
2273,Amsterdam,Hotel,9,free wifi
3582,Amsterdam,Apartment,3,"free wifi,laundry,kitchen,bbq,parking"
1660,Amsterdam,Apartment,3,"bbq,pool,game console"
2586,Amsterdam,Hotel,8,"bbq,free wifi"
1809,Amsterdam,Hotel,11,free wifi
2904,Amsterdam,Apartment,3,"free wifi,laundry,pool,parking,garden,game console"
1794,Amsterdam,Apartment,3,"kitchen,free wifi"
3818,Amsterdam,Apartment,3,"pool,kitchen,game console,free wifi"
2473,Amsterdam,Hotel,8,breakfast
1256,Amsterdam,Apartment,2,"pool,free wifi"
2540,Amsterdam,Apartment,2,"kitchen,laundry,pool,free wifi,bbq,parking"
4619,Amsterdam,Apartment,4,"laundry,free wifi,pool,kitchen"
4892,Amsterdam,Apartment,5,"garden,laundry,kitchen,pool,game console"
1648,Amsterdam,Hotel,NA,pool
3949,Amsterdam,Hotel,4,"breakfast,free wifi,airport shuttle,garden,on-site restaurant,pool"
4340,Amsterdam,Apartment,2,"parking,free wifi,kitchen,laundry,breakfast"
2342,Amsterdam,Apartment,4,free wifi
4632,Amsterdam,Hotel,6,"pool,breakfast"
1497,Amsterdam,Apartment,4,game console
1961,Amsterdam,Apartment,5,"laundry,parking,free wifi,kitchen"
1407,Amsterdam,Hotel,9,"on-site restaurant,breakfast"
4428,Amsterdam,Apartment,2,"kitchen,laundry,free wifi,parking,garden,bbq"
2584,Amsterdam,Apartment,6,garden
3266,Amsterdam,Apartment,NA,bbq
4913,Amsterdam,Hotel,6,"on-site restaurant,garden"
1992,Amsterdam,Apartment,1,"laundry,kitchen,bbq,pool,garden"
1477,Amsterdam,Apartment,5,garden
2512,Amsterdam,Apartment,1,"kitchen,free wifi,breakfast,laundry,bbq"
4555,Amsterdam,Apartment,4,"laundry,parking,free wifi,kitchen,garden"
3655,Amsterdam,Apartment,2,"kitchen,laundry,parking,bbq,pool,free wifi"
2727,Amsterdam,Hotel,19,free wifi
1266,Amsterdam,Hotel,7,pool
3994,Amsterdam,Apartment,NA,"kitchen,free wifi,parking,pool"
1737,Amsterdam,Apartment,1,"laundry,kitchen,pool,free wifi"
3909,Amsterdam,Apartment,NA,kitchen
1776,Amsterdam,Apartment,3,bbq
2560,Amsterdam,Apartment,1,"parking,pool,laundry,garden,free wifi,kitchen,bbq"
3090,Amsterdam,Apartment,1,"parking,laundry,kitchen"
4222,Amsterdam,Apartment,NA,"pool,kitchen,free wifi"
1224,Amsterdam,Hotel,3,"bbq,on-site restaurant,breakfast,airport shuttle,free wifi,garden"
1067,Amsterdam,Hotel,3,spa
3470,Amsterdam,Apartment,5,"parking,free wifi"
3135,Amsterdam,Hotel,3,free wifi
5112,Amsterdam,Apartment,5,"laundry,parking,bbq,kitchen,pool,game console,free wifi,garden"
2197,Amsterdam,Hotel,14,garden
2830,Amsterdam,Hotel,3,"on-site restaurant,airport shuttle,bbq,free wifi,breakfast,garden"
3233,Amsterdam,Hotel,8,on-site restaurant
2531,Amsterdam,Apartment,4,laundry
1560,Amsterdam,Apartment,2,laundry
2150,Amsterdam,Apartment,3,kitchen
4981,Amsterdam,Apartment,2,"free wifi,bbq,breakfast,pool,laundry,kitchen,garden,parking,game console"
5070,Amsterdam,Hotel,11,"pool,spa"
2734,Amsterdam,Apartment,6,"laundry,parking,bbq"
3890,Amsterdam,Hotel,6,"breakfast,garden,pool,airport shuttle"
3024,Amsterdam,Apartment,3,"garden,laundry,parking,bbq,kitchen"
1319,Amsterdam,Apartment,3,"parking,pool,game console,garden,free wifi,bbq,laundry"
2264,Amsterdam,Hotel,6,"bbq,garden,on-site restaurant,pool,free wifi,airport shuttle,breakfast"
3556,Amsterdam,Hotel,6,"garden,pool"
4248,Amsterdam,Apartment,3,"kitchen,free wifi,bbq,parking"
4320,Amsterdam,Apartment,4,"free wifi,kitchen,laundry,parking,pool,breakfast"
4525,Amsterdam,Hotel,4,"bbq,free wifi,breakfast,parking"
2100,Amsterdam,Apartment,2,"bbq,laundry,free wifi,kitchen,parking"
3245,Amsterdam,Apartment,6,"free wifi,game console,kitchen"
2985,Amsterdam,Hotel,5,"breakfast,on-site restaurant,airport shuttle"
2611,Amsterdam,Hotel,11,"airport shuttle,pool"
1472,Amsterdam,Apartment,4,"parking,kitchen,garden"
4511,Amsterdam,Hotel,7,"on-site restaurant,parking,pool,bbq,breakfast,garden,free wifi,airport shuttle"
1284,Amsterdam,Apartment,3,laundry
2594,Amsterdam,Hotel,6,"garden,airport shuttle,breakfast,pool,on-site restaurant,free wifi,bbq,spa"
2222,Amsterdam,Hotel,6,"bbq,free wifi,garden,on-site restaurant"
5134,Amsterdam,Apartment,6,"kitchen,free wifi,breakfast,garden"
1006,Amsterdam,Hotel,11,"breakfast,on-site restaurant"
2153,Amsterdam,Apartment,6,"parking,bbq,kitchen,game console"
2495,Amsterdam,Apartment,1,kitchen
3336,Amsterdam,Apartment,9,parking
1055,Amsterdam,Apartment,2,"kitchen,laundry,pool,garden"
3360,Amsterdam,Hotel,15,"free wifi,bbq,breakfast,airport shuttle,pool"
2031,Amsterdam,Apartment,2,bbq
2182,Amsterdam,Apartment,3,"kitchen,free wifi,pool,laundry,garden"
4229,Amsterdam,Apartment,2,"pool,kitchen,free wifi,parking,game console"
1807,Amsterdam,Hotel,11,"pool,airport shuttle"
2311,Amsterdam,Hotel,12,free wifi
3641,Amsterdam,Hotel,9,"free wifi,spa,bbq,airport shuttle,on-site restaurant,breakfast,garden,pool"
3974,Amsterdam,Hotel,3,"on-site restaurant,airport shuttle,free wifi"
2889,Amsterdam,Hotel,10,"on-site restaurant,free wifi,garden,airport shuttle,pool,bbq"
1107,Amsterdam,Hotel,7,garden
5106,Amsterdam,Apartment,6,parking
1922,Amsterdam,Hotel,1,"breakfast,on-site restaurant,airport shuttle,free wifi,garden"
3202,Amsterdam,Hotel,12,"free wifi,spa,airport shuttle,garden,bbq,on-site restaurant,pool,breakfast"
3760,Amsterdam,Apartment,NA,"kitchen,parking,bbq,laundry,pool,free wifi"
5091,Amsterdam,Hotel,5,"free wifi,breakfast"
4829,Amsterdam,Apartment,2,"parking,kitchen,breakfast"
2922,Amsterdam,Apartment,2,"parking,free wifi,laundry,kitchen"
2760,Amsterdam,Hotel,8,"breakfast,airport shuttle,free wifi"
4896,Amsterdam,Hotel,7,airport shuttle
1595,Amsterdam,Hotel,NA,"free wifi,airport shuttle,breakfast,spa"
1259,Amsterdam,Hotel,3,"on-site restaurant,breakfast,airport shuttle"
1713,Amsterdam,Hotel,8,"bbq,free wifi,pool,breakfast,airport shuttle"
2590,Amsterdam,Apartment,1,free wifi
3086,Amsterdam,Apartment,2,"free wifi,laundry"
4425,Amsterdam,Hotel,7,"free wifi,airport shuttle,spa,parking"
2194,Amsterdam,Hotel,8,"airport shuttle,breakfast"
3208,Amsterdam,Hotel,6,pool
2619,Amsterdam,Hotel,5,"airport shuttle,parking,pool,free wifi"
2797,Amsterdam,Apartment,1,"free wifi,laundry"
4750,Amsterdam,Hotel,11,on-site restaurant
3982,Amsterdam,Apartment,2,"breakfast,laundry,free wifi,kitchen"
2308,Amsterdam,Apartment,3,"free wifi,parking,kitchen"
1304,Amsterdam,Apartment,3,laundry
5155,Amsterdam,Hotel,NA,"airport shuttle,spa"
1577,Amsterdam,Apartment,1,pool
1819,Amsterdam,Hotel,6,"on-site restaurant,free wifi,pool"
1688,Amsterdam,Apartment,1,"kitchen,bbq"
2357,Amsterdam,Apartment,4,"bbq,laundry,parking,kitchen,free wifi,pool,game console,garden"
2156,Amsterdam,Apartment,4,"laundry,kitchen"
4862,Amsterdam,Hotel,9,"airport shuttle,breakfast,free wifi"
2620,Amsterdam,Apartment,4,"kitchen,laundry,free wifi"
2527,Amsterdam,Hotel,5,"free wifi,airport shuttle,on-site restaurant,garden,pool,breakfast,spa,bbq"
3527,Amsterdam,Hotel,3,"airport shuttle,free wifi"
3102,Amsterdam,Apartment,2,"pool,bbq,parking"
1563,Amsterdam,Apartment,2,"laundry,free wifi"
5145,Amsterdam,Apartment,1,"free wifi,laundry,pool,parking,bbq"
4625,Amsterdam,Apartment,4,pool
3848,Amsterdam,Hotel,4,"on-site restaurant,pool,airport shuttle,free wifi,parking,breakfast,spa,garden"
1708,Amsterdam,Hotel,4,"breakfast,garden,bbq,free wifi"
1177,Amsterdam,Hotel,3,"on-site restaurant,airport shuttle,breakfast,free wifi"
4406,Amsterdam,Hotel,12,free wifi
1968,Amsterdam,Apartment,2,"laundry,parking"
2456,Amsterdam,Hotel,4,"on-site restaurant,airport shuttle"
4747,Amsterdam,Apartment,4,free wifi
2988,Amsterdam,Apartment,2,"free wifi,parking,garden,pool,breakfast,game console,laundry,kitchen"
3972,Amsterdam,Hotel,9,"on-site restaurant,breakfast,bbq"
4893,Amsterdam,Hotel,13,"airport shuttle,on-site restaurant"
1876,Amsterdam,Apartment,3,"kitchen,parking,game console,bbq"
1579,Amsterdam,Apartment,2,"breakfast,parking"
1178,Amsterdam,Apartment,3,"kitchen,pool,garden,free wifi,bbq,game console,parking,laundry"
1855,Amsterdam,Hotel,4,on-site restaurant
4573,Amsterdam,Apartment,3,"parking,laundry,garden,kitchen"
4522,Amsterdam,Apartment,5,"bbq,kitchen,free wifi,pool,laundry"
1247,Amsterdam,Apartment,4,"kitchen,free wifi,parking"
3683,Amsterdam,Apartment,5,"pool,laundry,free wifi,bbq,kitchen,garden"
2791,Amsterdam,Apartment,2,"parking,kitchen,game console,bbq"
2762,Amsterdam,Apartment,7,"game console,laundry,free wifi,bbq"
1052,Amsterdam,Apartment,3,laundry
3271,Amsterdam,Apartment,7,"kitchen,parking,bbq,free wifi,pool"
2676,Amsterdam,Apartment,3,"garden,free wifi,bbq,kitchen,laundry,parking"
1532,Amsterdam,Hotel,5,"breakfast,free wifi,on-site restaurant,bbq,airport shuttle,garden,pool,spa,parking"
2525,Amsterdam,Apartment,2,"free wifi,laundry,garden"
2165,Amsterdam,Hotel,12,"garden,airport shuttle,free wifi,breakfast,on-site restaurant,bbq"
2006,Amsterdam,Apartment,3,"free wifi,kitchen,bbq"
3156,Amsterdam,Apartment,2,"garden,laundry,bbq,free wifi,pool,parking,kitchen"
3887,Amsterdam,Apartment,2,"parking,free wifi,pool,kitchen,bbq"
4013,Amsterdam,Apartment,2,"free wifi,laundry,kitchen,parking,game console,pool"
2125,Amsterdam,Apartment,6,"kitchen,free wifi,pool,bbq,game console,laundry,garden"
4006,Amsterdam,Hotel,2,"free wifi,spa,on-site restaurant"
4966,Amsterdam,Apartment,2,"laundry,garden"
3515,Amsterdam,Apartment,3,"garden,kitchen,free wifi,laundry"
1851,Amsterdam,Apartment,3,"garden,laundry,kitchen,bbq,parking,free wifi,pool,game console,breakfast"
4630,Amsterdam,Apartment,4,"parking,bbq,breakfast,laundry"
5122,Amsterdam,Apartment,NA,"parking,laundry"
3408,Amsterdam,Apartment,4,"pool,kitchen,laundry"
1462,Amsterdam,Apartment,1,"garden,free wifi,parking,bbq,laundry,game console,kitchen"
3880,Amsterdam,Apartment,3,"parking,kitchen,garden,bbq"
1655,Amsterdam,Apartment,3,"laundry,parking"
3902,Amsterdam,Apartment,8,free wifi
4225,Amsterdam,Apartment,3,"bbq,parking,kitchen,free wifi"
4169,Amsterdam,Hotel,6,airport shuttle
1030,Amsterdam,Apartment,2,"pool,breakfast,free wifi,laundry,bbq,parking"
3659,Amsterdam,Apartment,1,"game console,laundry"
4791,Amsterdam,Apartment,4,bbq
2631,Amsterdam,Apartment,3,"laundry,parking,pool,breakfast,bbq,kitchen,game console"
4290,Amsterdam,Hotel,8,free wifi
1397,Amsterdam,Apartment,5,bbq
1316,Amsterdam,Hotel,10,"airport shuttle,on-site restaurant,pool"
1804,Amsterdam,Hotel,3,"bbq,pool,breakfast"
3400,Amsterdam,Apartment,2,"laundry,garden,free wifi,pool,kitchen"
5159,Amsterdam,Apartment,1,"breakfast,kitchen,garden,free wifi,pool"
1921,Amsterdam,Apartment,5,pool
4111,Amsterdam,Apartment,2,"laundry,pool,free wifi,bbq,garden,game console,parking"
5108,Amsterdam,Hotel,6,"on-site restaurant,free wifi,breakfast,airport shuttle,bbq,spa"
2795,Amsterdam,Apartment,2,"kitchen,parking"
1956,Amsterdam,Apartment,6,laundry
4347,Amsterdam,Hotel,11,"bbq,on-site restaurant,free wifi"
4020,Amsterdam,Apartment,4,parking
4233,Amsterdam,Hotel,NA,"garden,airport shuttle"
2804,Amsterdam,Hotel,7,"free wifi,pool"
3450,Amsterdam,Apartment,2,"parking,kitchen"
4412,Amsterdam,Apartment,2,"kitchen,free wifi,parking,game console,pool,bbq,laundry,garden"
3455,Amsterdam,Hotel,3,"free wifi,breakfast,garden,on-site restaurant"
1399,Amsterdam,Apartment,3,"pool,kitchen,bbq,laundry,free wifi,breakfast,garden"
4318,Amsterdam,Apartment,NA,"pool,free wifi,parking,game console,kitchen,bbq,laundry,garden,breakfast"
4929,Amsterdam,Apartment,4,"pool,kitchen,parking"
1281,Amsterdam,Hotel,7,"on-site restaurant,breakfast"
3657,Amsterdam,Apartment,6,laundry
3633,Amsterdam,Apartment,2,"parking,game console,laundry,garden"
4324,Amsterdam,Apartment,3,"kitchen,pool,laundry"
3535,Amsterdam,Apartment,2,"parking,free wifi"
3950,Amsterdam,Hotel,8,airport shuttle
1662,Amsterdam,Hotel,10,"airport shuttle,breakfast,on-site restaurant,free wifi,garden,pool,bbq,parking"
3157,Amsterdam,Hotel,7,"free wifi,on-site restaurant,garden"
1539,Amsterdam,Apartment,7,"garden,bbq,game console,kitchen,laundry,pool,free wifi,breakfast,parking"
2786,Amsterdam,Hotel,6,"bbq,airport shuttle,free wifi,on-site restaurant,garden,pool,spa"
2426,Amsterdam,Hotel,3,"breakfast,pool,garden,free wifi,airport shuttle,on-site restaurant"
2242,Amsterdam,Apartment,2,"parking,pool"
2933,Amsterdam,Apartment,6,"parking,kitchen,free wifi,pool,laundry"
1406,Amsterdam,Hotel,6,garden
4493,Amsterdam,Hotel,7,"airport shuttle,free wifi,breakfast,spa,on-site restaurant,pool"
3036,Amsterdam,Apartment,3,"pool,kitchen,bbq,laundry,parking,game console,free wifi,garden"
4937,Amsterdam,Hotel,6,"on-site restaurant,bbq,breakfast,airport shuttle,free wifi,pool,garden,spa,parking"
3276,Amsterdam,Hotel,9,"pool,garden"
1998,Amsterdam,Apartment,5,"kitchen,bbq,parking,laundry"
2514,Amsterdam,Hotel,7,"bbq,free wifi,breakfast,airport shuttle,on-site restaurant"
2077,Amsterdam,Hotel,6,"free wifi,breakfast"
1283,Amsterdam,Apartment,3,"kitchen,free wifi,pool,parking,laundry,bbq,breakfast"
4841,Amsterdam,Apartment,2,kitchen
3137,Amsterdam,Apartment,3,"laundry,game console,garden,free wifi"
2576,Amsterdam,Apartment,1,"bbq,pool,free wifi,laundry"
3921,Amsterdam,Apartment,2,"kitchen,parking"
4754,Amsterdam,Hotel,7,"free wifi,pool,on-site restaurant,breakfast,airport shuttle,bbq,garden,parking"
3846,Amsterdam,Hotel,8,"airport shuttle,on-site restaurant,pool,free wifi"
2994,Amsterdam,Hotel,4,on-site restaurant
2129,Amsterdam,Apartment,4,"free wifi,laundry"
2286,Amsterdam,Hotel,4,"bbq,airport shuttle,on-site restaurant,breakfast"
3979,Amsterdam,Apartment,3,free wifi
5063,Amsterdam,Apartment,3,"free wifi,laundry,kitchen,parking,game console,pool"
1521,Amsterdam,Hotel,3,"airport shuttle,garden,breakfast,free wifi,pool,bbq,parking,on-site restaurant"
2412,Amsterdam,Apartment,2,"kitchen,laundry,free wifi,pool,parking,game console,bbq"
5074,Amsterdam,Apartment,2,free wifi
3630,Amsterdam,Apartment,2,pool
2489,Amsterdam,Apartment,3,"free wifi,parking,game console,laundry,kitchen,pool,bbq,breakfast"
3225,Amsterdam,Hotel,12,garden
2736,Amsterdam,Hotel,7,breakfast
2406,Amsterdam,Apartment,3,"kitchen,bbq,parking,pool,free wifi"
4480,Amsterdam,Apartment,2,"laundry,kitchen,pool,free wifi,breakfast,game console,garden,parking"
2951,Amsterdam,Apartment,5,"kitchen,pool,bbq"
2290,Amsterdam,Hotel,9,"breakfast,garden,free wifi,on-site restaurant"
1288,Amsterdam,Hotel,5,garden
1158,Amsterdam,Apartment,4,"parking,free wifi,garden,pool"
4679,Amsterdam,Hotel,6,"on-site restaurant,garden,pool,bbq,airport shuttle,free wifi,breakfast"
1023,Amsterdam,Apartment,2,"game console,laundry,parking"
4701,Amsterdam,Apartment,2,parking
3167,Amsterdam,Apartment,3,"garden,kitchen,parking,pool,laundry,free wifi,game console,bbq"
3205,Amsterdam,Hotel,19,"pool,bbq"
4394,Amsterdam,Apartment,2,laundry
3269,Amsterdam,Apartment,1,bbq
1381,Amsterdam,Hotel,6,"free wifi,breakfast,airport shuttle,bbq,spa,on-site restaurant"
4890,Amsterdam,Apartment,2,"kitchen,pool"
2092,Amsterdam,Apartment,3,"kitchen,bbq"
4372,Amsterdam,Apartment,2,"kitchen,game console,free wifi,garden,bbq,laundry,parking"
4518,Amsterdam,Apartment,5,pool
1759,Amsterdam,Apartment,3,"kitchen,garden,parking"
1194,Amsterdam,Apartment,NA,"kitchen,breakfast,garden,laundry,free wifi,bbq,parking"
4150,Amsterdam,Hotel,2,"breakfast,on-site restaurant"
2690,Amsterdam,Hotel,5,"free wifi,garden,parking"
4209,Amsterdam,Hotel,11,"breakfast,pool"
